Bulk_Density,CEC,Clay_Content,Coarse_Fragments,Dist_Fault,Dist_River,Dist_Road,Geology_Nepal_ID,Geology_geo8apg_ID,LULC,NDVI,Nitrogen,Sand_Content,Silt_Content,Soil_Organic_Carbon,Soil_pH,aspect,date,elevation,precipitation,rainfall_360d,rainfall_7d,slope,longitude,latitude
122,137,284,142,10970.16323627929,952.4261371168932,823.0565267562271,003,0,10,6545.434782608696,2478,285,431,309,58,286.43508839015624,2024-01-01,299,0,1582.3269444704056,0.0,3.274606705671613,84.48406358183932,27.75526366363796
127,137,274,132,10797.665717152002,902.6833435094608,716.6745470017664,003,0,10,6772.086956521739,2250,301,425,299,57,228.49323707744978,2024-01-01,300,0,1582.3269444704056,0.0,2.7968683118944537,84.48406358183932,27.75626366363796
127,137,274,132,10797.665717152002,902.6833435094608,716.6745470017664,003,0,10,6772.086956521739,2250,301,425,299,57,180.0,2024-01-01,307,0,1582.3269444704056,0.0,5.547544894682542,84.48406358183932,27.757263663637957
124,158,253,122,10628.18445627996,900.5871590391038,623.1486118021304,003,0,10,6661.521739130435,1938,347,400,283,58,134.87179817702688,2024-01-01,320,0,1564.5579404830933,0.0,11.667538227074688,84.48406358183932,27.75826366363796
124,158,253,122,10628.18445627996,900.5871590391038,623.1486118021304,003,0,10,6661.521739130435,1938,347,400,283,58,78.87488985025267,2024-01-01,330,0,1564.5579404830933,0.0,18.550789171451136,84.48406358183932,27.75926366363796
122,160,252,126,10461.866051759325,900.5687750387098,599.6570233595883,003,0,10,6744.913043478261,2186,344,404,313,58,105.2311664999787,2024-01-01,333,0,1564.5579404830933,0.0,13.845718073220622,84.48406358183932,27.760263663637957
122,160,252,126,10461.866051759325,900.5687750387098,599.6570233595883,003,0,10,6744.913043478261,2186,344,404,313,58,72.65554363237693,2024-01-01,333,0,1564.5579404830933,0.0,18.045707468590724,84.48406358183932,27.76126366363796
123,159,251,126,10461.866051759325,900.5687750387098,599.6570233595883,003,0,10,6744.913043478261,2231,344,405,296,58,107.53817885117182,2024-01-01,328,0,1564.5579404830933,0.0,15.034536117364487,84.48406358183932,27.76226366363796
123,159,251,126,10298.863745403512,853.6660207522236,587.220185045833,003,0,10,6791.04347826087,2231,344,405,296,58,131.50494891240814,2024-01-01,337,0,1564.5579404830933,0.0,11.057416031984625,84.48406358183932,27.763263663637957
122,154,242,149,10298.863745403512,853.6660207522236,587.220185045833,003,0,10,6791.04347826087,2120,362,395,323,58,136.71812402096387,2024-01-01,346,0,1564.5579404830933,0.0,7.599386367513744,84.48406358183932,27.76426366363796
122,154,242,149,10139.337477533516,665.5508571985202,620.0831582558359,003,0,10,6853.913043478261,2120,362,395,323,58,172.84290576839913,2024-01-01,362,0,1564.5579404830933,0.0,8.353278403235391,84.48406358183932,27.76526366363796
121,155,253,146,10139.337477533516,665.5508571985202,620.0831582558359,003,0,10,6853.913043478261,2179,356,391,293,57,169.33303335199304,2024-01-01,382,0,1564.5579404830933,0.0,16.51527709861243,84.48406358183932,27.766263663637957
121,155,253,146,9983.453889214325,500.3167416551833,707.6882388827435,003,0,10,6523.782608695652,2179,356,391,293,57,180.0,2024-01-01,428,0,1564.5579404830933,0.0,19.602388406198287,84.48406358183932,27.76726366363796
121,155,253,146,9983.453889214325,500.3167416551833,707.6882388827435,003,0,10,6523.782608695652,2179,356,391,293,57,296.8222264116476,2024-01-01,438,0,1564.5579404830933,0.0,8.16625426081538,84.48406358183932,27.768263663637956
125,160,255,123,9831.386262016413,335.1782150079599,795.5106955460303,003,0,10,5844.565217391304,1952,349,396,296,57,301.61375922172783,2024-01-01,402,0,1564.5579404830933,0.0,26.294139054093034,84.48406358183932,27.76926366363796
125,160,255,123,9831.386262016413,335.1782150079599,795.5106955460303,003,0,10,5844.565217391304,1952,349,396,296,57,320.7031462631148,2024-01-01,348,0,1564.5579404830933,0.0,31.241691859998454,84.48406358183932,27.77026366363796
129,155,243,121,9831.386262016413,335.1782150079599,795.5106955460303,011,0,10,5844.565217391304,1988,338,419,280,57,305.29287602515984,2024-01-01,324,0,1564.5579404830933,0.0,38.114668140517004,84.48406358183932,27.771263663637956
129,155,243,121,9683.314384566476,166.14852664138186,908.5275195227885,011,2482,10,5122.652173913043,1988,338,419,280,57,305.29260010038297,2024-01-01,280,0,1564.5579404830933,0.0,18.583798756683397,84.48406358183932,27.77226366363796
129,155,243,121,9683.314384566476,166.14852664138186,908.5275195227885,011,2482,10,5122.652173913043,1988,338,419,280,57,163.572628408901,2024-01-01,300,0,1564.5579404830933,0.0,21.214418348427223,84.48406358183932,27.77326366363796
129,155,243,121,9539.424334444211,82.4665170500988,1045.782891032395,011,2482,10,5511.739130434783,1988,338,419,280,57,256.43353122029373,2024-01-01,338,0,1564.5579404830933,0.0,11.696610180344612,84.48406358183932,27.774263663637957
129,144,226,133,9539.424334444211,82.4665170500988,1045.782891032395,011,2482,10,5511.739130434783,2040,346,428,278,58,293.8641703812011,2024-01-01,326,0,1564.5579404830933,0.0,17.749788881987783,84.48406358183932,27.77526366363796
129,144,226,133,9399.908163489232,330.2512817969244,1183.0383215507297,011,2482,10,5831.869565217391,2040,346,428,278,58,225.48881075111825,2024-01-01,336,0,1564.5579404830933,0.0,13.00216467297154,84.48406358183932,27.77626366363796
127,162,199,160,9399.908163488994,330.2512817970573,1183.0383215507297,011,2482,10,5831.869565217391,2197,347,454,295,56,246.13620853729438,2024-01-01,344,0,1564.5579404830933,0.0,6.844960262402009,84.48406358183932,27.777263663637957
127,162,199,160,9264.96347435084,330.2445351086156,1328.6730001565165,011,2482,10,5847.304347826087,2197,347,454,295,56,243.1798941859763,2024-01-01,353,0,1564.5579404830933,0.0,8.166844012294861,84.48406358183932,27.77826366363796
119,164,204,167,9264.96347435084,330.2445351086156,1328.6730001565165,010,2482,10,5847.304347826087,3262,349,446,329,57,180.0,2024-01-01,362,0,1564.5579404830933,0.0,8.289099835424986,84.48406358183932,27.77926366363796
119,164,204,167,9264.96347435084,330.2445351086156,1328.6730001565165,010,2482,10,5847.304347826087,3262,349,446,329,57,135.90772459637716,2024-01-01,395,0,1564.5579404830933,0.0,25.32881973294473,84.48406358183932,27.780263663637957
126,168,197,166,9134.792876254058,330.2377879137152,1489.3314278322543,010,2482,10,6109.95652173913,2338,354,449,346,57,106.91592051022663,2024-01-01,431,0,1564.5579404830933,0.0,31.465634043271283,84.48406358183932,27.78126366363796
126,168,197,166,9134.792876254058,330.2377879137152,1489.3314278322543,010,2482,10,6109.95652173913,2338,354,449,346,57,104.73652411801116,2024-01-01,448,0,1564.5579404830933,0.0,34.99252387373895,84.48406358183932,27.78226366363796
121,171,204,152,9009.603308550575,330.23104021235616,1650.0099786411688,010,2482,10,6269.521739130435,2804,363,434,348,57,98.16437411626444,2024-01-01,458,0,1564.5579404830933,0.0,34.36921640105668,84.48406358183932,27.783263663637957
121,171,204,152,9009.603308550575,330.23104021235616,1650.0099786411688,010,2482,10,6269.521739130435,2804,363,434,348,57,105.0699869288711,2024-01-01,464,0,1564.5579404830933,0.0,23.548858774021703,84.48406358183932,27.78426366363796
116,177,213,145,8889.605221808746,372.52582604979744,1595.1587130187531,013,2482,10,6378.478260869565,3026,336,451,362,57,141.647969619833,2024-01-01,475,0,1564.5579404830933,0.0,11.663212041432061,84.48406358183932,27.78526366363796
116,177,218,165,8889.605221808746,372.52582604979744,1595.1587130187531,013,2482,10,6378.478260869565,2842,339,443,382,57,220.6129238237844,2024-01-01,511,0,1564.5579404830933,0.0,31.73279730428456,84.48406358183932,27.786263663637957
116,177,218,165,8775.011608025437,535.0809619841124,1377.9027688248545,013,2482,10,6275.608695652174,2842,339,443,382,57,233.99388869770925,2024-01-01,570,0,1564.5579404830933,0.0,32.34744926012166,84.48406358183932,27.78726366363796
114,173,222,160,8775.011608025437,535.0809619841124,1377.9027688248545,013,2482,10,6275.608695652174,2859,340,439,403,57,251.44996068636885,2024-01-01,589,0,1564.5579404830933,0.0,29.236641077133044,84.48406358183932,27.78826366363796
114,173,222,160,8775.011608025437,535.0809619841124,1377.9027688248545,012,2482,10,6275.608695652174,2859,340,439,403,57,249.9845555893524,2024-01-01,619,0,1564.5579404830933,0.0,33.50965423975665,84.48406358183932,27.789263663637957
115,173,221,148,8666.036874142635,746.6374328898671,1160.646728946623,012,2482,10,6155.695652173913,2585,343,437,411,57,243.00799232035354,2024-01-01,658,0,1564.5579404830933,0.0,34.12398069727261,84.48406358183932,27.79026366363796
115,173,221,148,8666.036874142635,746.6374328898671,1160.646728946623,012,2482,10,6155.695652173913,2585,343,437,411,57,276.5120425392937,2024-01-01,682,0,1564.5579404830933,0.0,29.723626282766308,84.48406358183932,27.79126366363796
116,175,232,154,8562.8955564759,975.8294495013189,943.3905934576217,012,2482,10,5890.565217391304,3004,346,421,398,57,176.08084948532303,2024-01-01,692,0,1564.5579404830933,0.0,28.166759961318835,84.48406358183932,27.792263663637957
116,175,232,154,8562.8955564759,975.8294495013189,943.3905934576217,012,2482,10,5890.565217391304,3004,346,421,398,57,165.27101238287779,2024-01-01,781,0,1564.5579404830933,0.0,35.74350291688406,84.48406358183932,27.79326366363796
117,186,243,162,8465.800877930877,1212.698962378601,729.3389249544407,012,2482,10,5796.565217391304,3370,308,449,408,56,162.10071490786774,2024-01-01,837,0,1564.5579404830933,0.0,39.81275634182056,84.48406358183932,27.79426366363796
117,186,243,162,8465.800877930877,1212.698962378601,729.3389249544407,012,2482,30,5796.565217391304,3370,308,449,408,56,151.07263059466482,2024-01-01,899,0,1564.5579404830933,0.0,39.770333059435025,84.48406358183932,27.795263663637957
114,186,242,156,8374.963154990937,1453.4973667787617,541.361731722829,012,2482,10,5830.391304347826,2710,298,460,378,56,224.09644521960843,2024-01-01,984,0,1564.5579404830933,0.0,8.96633820488381,84.48406358183932,27.79626366363796
114,198,245,154,8374.963154990937,1453.4973667787617,541.361731722829,012,2482,10,5830.391304347826,2754,288,467,395,55,6.785986143517043,2024-01-01,954,0,1564.5579404830933,0.0,17.209715122070616,84.48406358183932,27.79726366363796
113,195,248,162,8374.963154990937,1453.4973667787617,541.361731722829,012,2482,40,5830.391304347826,3052,282,469,413,55,108.78977658964924,2024-01-01,930,0,1564.5579404830933,0.0,14.105644608962649,84.48406358183932,27.798263663637957
113,195,248,162,8290.588067298773,1696.5526053390965,366.0764981234735,012,2482,10,6051.04347826087,3052,282,469,413,55,156.36574969425007,2024-01-01,954,0,1564.5579404830933,0.0,28.71241621336912,84.48406358183932,27.79926366363796
113,198,235,165,8290.588067298773,1696.5526053390965,366.0764981234735,012,2482,10,6051.04347826087,3133,289,476,389,55,126.3957437929396,2024-01-01,1008,0,1564.5579404830933,0.0,7.767654441254779,84.48406358183932,27.800263663637956
113,198,235,165,8212.874809092149,1901.365154749325,190.79118742532435,013,2482,10,6132.608695652174,3133,289,476,389,55,355.82851601954223,2024-01-01,970,0,1564.5579404830933,0.0,26.709430269291985,84.48406358183932,27.80126366363796
112,177,218,159,8212.874809092149,1901.365154749325,190.79118742532435,013,2482,10,6132.608695652174,3096,299,483,418,57,57.9301663313867,2024-01-01,908,0,1564.5579404830933,0.0,27.397658235096028,84.48406358183932,27.80226366363796
112,179,223,164,8142.014148507343,1771.1971334330233,66.95557012917632,013,2482,10,6227.782608695652,3064,296,480,425,57,114.42899033252657,2024-01-01,924,0,1495.1445013284683,5.397156238555908,36.638113087244825,84.48406358183932,27.803263663637956
112,179,223,164,8142.014148507343,1771.1971334330233,66.95557012917632,013,2482,10,6227.782608695652,3064,296,480,425,57,59.95672813726706,2024-01-01,936,0,1495.1445013284683,5.397156238555908,28.79607017476948,84.48406358183932,27.80426366363796
114,175,222,171,8078.1864275462385,1668.1454602850592,109.43416758378228,013,2482,10,6436.695652173913,3117,291,487,390,56,74.5482361256286,2024-01-01,916,0,1495.1445013284683,5.397156238555908,16.898451578786112,84.48406358183932,27.80526366363796
114,175,222,171,8078.1864275462385,1668.1454602850592,109.43416758378228,013,2482,10,6436.695652173913,3117,291,487,390,56,315.0706364657734,2024-01-01,901,0,1495.1445013284683,5.397156238555908,21.24117831412641,84.48406358183932,27.806263663637957
114,174,213,164,8078.1864275462385,1668.1454602850592,109.43416758378228,010,2482,10,6436.695652173913,3459,284,503,441,57,317.3489748692344,2024-01-01,860,0,1495.1445013284683,5.397156238555908,30.72104259020285,84.48406358183932,27.80726366363796
113,177,216,167,8021.559541849128,1597.4666155513273,225.73322464966898,010,2482,10,6739.478260869565,3585,285,499,469,57,316.2697217028302,2024-01-01,825,0,1495.1445013284683,5.397156238555908,30.218810945967373,84.48406358183932,27.80826366363796
113,167,213,172,8021.559541849128,1597.4666155513273,225.73322464966898,010,2482,10,6739.478260869565,3904,286,501,418,57,318.5470930640039,2024-01-01,781,0,1495.1445013284683,5.397156238555908,34.64985866448176,84.48406358183932,27.809263663637957
113,167,213,172,7972.286944958288,1474.898179060254,342.0323324257779,010,2482,10,6373.260869565217,3904,286,501,418,57,299.5132575035874,2024-01-01,714,0,1495.1445013284683,5.397156238555908,27.733766219587515,84.48406358183932,27.81026366363796
113,167,213,172,7972.286944958288,1474.898179060254,342.0323324257779,010,2482,10,6373.260869565217,3904,286,501,418,57,322.4466961269473,2024-01-01,667,0,1495.1445013284683,5.397156238555908,27.042974764621967,84.48406358183932,27.81126366363796
113,167,213,172,7930.505725911212,1226.2812837956567,454.49970890744265,010,2482,10,6664.478260869565,3904,286,501,418,57,343.6630411513859,2024-01-01,599,0,1495.1445013284683,5.397156238555908,24.487339150456805,84.48406358183932,27.812263663637957
116,167,209,156,7930.505725911212,1226.2812837956567,454.49970890744265,010,2482,10,6664.478260869565,5350,336,455,387,57,330.5202066904635,2024-01-01,580,0,1495.1445013284683,5.397156238555908,22.24932412316601,84.48406358183932,27.81326366363796
116,162,206,158,7896.334811408969,977.6642795393025,576.1646028368369,010,2482,10,6834.260869565217,5470,338,456,371,58,337.85242710963877,2024-01-01,522,0,1495.1445013284683,5.397156238555908,23.602102500188813,84.48406358183932,27.81426366363796
118,162,214,156,7896.334811408969,977.6642795393025,576.1646028368369,010,2482,20,6834.260869565217,5585,337,450,392,58,319.25713101721993,2024-01-01,470,0,1495.1445013284683,5.397156238555908,24.16497589347525,84.48406358183932,27.815263663637957
118,162,214,156,7896.334811408969,977.6642795393025,576.1646028368369,010,2482,10,6834.260869565217,5585,337,450,392,58,311.49114545548616,2024-01-01,447,0,1495.1445013284683,5.397156238555908,21.352884115249225,84.48406358183932,27.81626366363796
119,159,216,151,7869.873344012348,729.0471662853196,418.85604395695606,010,2482,10,6682.782608695652,5910,331,453,392,58,333.12198005974057,2024-01-01,403,0,1495.1445013284683,5.397156238555908,27.7578822981898,84.48406358183932,27.81726366363796
119,159,216,151,7869.873344012348,729.0471662853196,418.85604395695606,010,2482,10,6682.782608695652,5910,331,453,392,58,305.2811386013999,2024-01-01,339,0,1495.1445013284683,5.397156238555908,24.15257550667891,84.48406358183932,27.818263663637957
121,166,228,154,7851.199285592214,480.4299440278352,178.09698594044588,010,2482,10,6108.739130434783,4860,326,447,371,58,333.3193306687435,2024-01-01,299,0,1495.1445013284683,5.397156238555908,33.112574530275666,84.48406358183932,27.81926366363796
120,157,223,154,7851.199285592214,480.4299440278352,178.09698594044588,010,2482,60,6108.739130434783,5462,337,440,375,57,3.5943747768152403,2024-01-01,240,0,1495.1445013284683,5.397156238555908,16.275385242429092,84.48406358183932,27.82026366363796
120,157,223,154,7840.368290477645,231.81261276250635,62.66217765563138,010,2482,80,5025.434782608696,5462,337,440,375,57,270.0,2024-01-01,218,0,1495.1445013284683,5.397156238555908,4.187389904238174,84.48406358183932,27.821263663637957
126,165,213,172,7840.368290477645,231.81261276250635,62.66217765563138,010,2482,10,5025.434782608696,2994,312,475,351,55,192.26766994578134,2024-01-01,239,0,1495.1445013284683,5.397156238555908,23.302375723272302,84.48406358183932,27.82226366363796
126,165,213,172,7837.412885521352,16.804827518072774,303.4214468151469,010,2482,10,7085.565217391304,2994,312,475,351,55,211.80187463976534,2024-01-01,309,0,1495.1445013284683,5.397156238555908,49.742353311832744,84.48406358183932,27.82326366363796
125,166,213,170,7837.412885521352,16.804827518072774,303.4214468151469,013,2482,10,7085.565217391304,4667,317,470,386,56,200.98884347152222,2024-01-01,427,0,1495.1445013284683,5.397156238555908,44.15517908682187,84.48406358183932,27.824263663637957
118,165,211,172,7837.412885521352,16.804827518072774,303.4214468151469,013,2482,10,7085.565217391304,5013,316,473,461,56,185.976996065659,2024-01-01,554,0,1495.1445013284683,5.397156238555908,41.31280759588057,84.48406358183932,27.82526366363796
117,170,209,172,7842.341984900316,265.42237681901247,544.1808215204304,013,2482,10,7111.391304347826,5011,324,467,380,56,221.33081761725416,2024-01-01,646,0,1495.1445013284683,5.397156238555908,21.208054840131872,84.48406358183932,27.82626366363796
117,170,209,172,7842.341984900316,265.42237681901247,544.1808215204304,013,2482,10,7111.391304347826,5011,324,467,380,56,273.37409785336314,2024-01-01,662,0,1495.1445013284683,5.397156238555908,15.378624419589471,84.48406358183932,27.827263663637957
116,169,207,168,7855.1407564056135,514.0400351465724,784.9403017543267,013,2482,30,6724.478260869565,5475,322,471,484,57,249.24292894152572,2024-01-01,653,0,1495.1445013284683,5.397156238555908,28.7275298810363,84.48406358183932,27.82826366363796
116,169,207,168,7855.1407564056135,514.0400351465724,784.9403017543267,013,2482,10,6724.478260869565,5475,322,471,484,57,266.9320858255354,2024-01-01,656,0,1495.1445013284683,5.397156238555908,31.170937148431282,84.48406358183932,27.82926366363796
115,163,213,170,7875.770843874333,762.6578025054822,1027.5260784872264,013,2482,10,6658.347826086957,4028,293,494,364,55,278.3844061572978,2024-01-01,656,0,1495.1445013284683,5.397156238555908,44.97565835338729,84.48406358183932,27.830263663637957
117,165,217,162,7875.770843874333,762.6578025054822,1027.5260784872264,010,2482,10,6658.347826086957,5747,288,495,385,55,234.89557840028266,2024-01-01,658,0,1495.1445013284683,5.397156238555908,41.10886794207893,84.48406358183932,27.83126366363796
116,168,206,166,7904.170938031099,1011.275678902769,1272.442400462864,010,2482,10,6885.347826086957,3423,289,505,348,55,189.17656232587376,2024-01-01,696,0,1495.1445013284683,5.397156238555908,19.00116321854763,84.48406358183932,27.832263663637956
116,168,206,166,7904.170938031099,1011.275678902769,1272.442400462864,010,2482,10,6885.347826086957,3423,289,505,348,55,144.93536379641975,2024-01-01,734,0,1495.1445013284683,5.397156238555908,29.83601136518653,84.48406358183932,27.83326366363796
116,174,196,151,7904.170938031099,1011.275678902769,1272.442400462864,011,2482,10,6885.347826086957,2480,288,516,356,55,137.03801319115067,2024-01-01,769,0,1495.1445013284683,5.397156238555908,20.608526931672635,84.48406358183932,27.83426366363796
116,174,196,151,7940.2576760957145,1084.3752774681154,1518.3389965714043,011,2482,10,6027.608695652174,2480,288,516,356,55,202.61795286832034,2024-01-01,817,0,1495.1445013284683,5.397156238555908,18.42774540411271,84.48406358183932,27.835263663637956
117,176,175,157,7940.2576760957145,1084.3752774681154,1518.3389965714043,011,2482,30,6027.608695652174,2614,311,514,392,57,180.0,2024-01-01,876,0,1495.1445013284683,5.397156238555908,28.110973751239868,84.48406358183932,27.83626366363796
117,176,175,157,7983.926839810317,846.9977686964421,1764.2778650146133,022,2482,40,6151.347826086957,2614,311,514,392,57,169.32623744349394,2024-01-01,914,0,1495.1445013284683,5.397156238555908,16.515626082222166,84.48406358183932,27.83726366363796
115,189,199,189,7983.926839810317,846.9977686964421,1764.2778650146133,022,2482,40,6151.347826086957,4890,280,521,508,56,8.76656100488917,2024-01-01,916,0,1495.1445013284683,5.397156238555908,19.81615220044949,84.48406358183932,27.838263663637957
115,189,199,189,8035.054812647046,618.5163638455049,2010.2168412792184,022,2482,10,6617.782608695652,4890,280,521,508,56,6.452107175552735,2024-01-01,826,0,1495.1445013284683,5.397156238555908,39.164461296649584,84.48406358183932,27.83926366363796
115,189,199,189,8035.054812647046,618.5163638455049,2010.2168412792184,022,2482,10,6617.782608695652,4890,280,521,508,56,9.869747014862934,2024-01-01,777,0,1495.1445013284683,5.397156238555908,40.51088698006084,84.48406358183932,27.84026366363796
119,185,196,178,8093.500250318145,413.9344411392526,2256.1559253648293,022,2482,10,6200.913043478261,4646,280,524,403,56,331.59244047556314,2024-01-01,678,0,1495.1445013284683,5.397156238555908,22.9423908785245,84.48406358183932,27.841263663637957
120,185,206,177,8093.500250318145,413.9344411392526,2256.1559253648293,012,2482,10,6200.913043478261,4214,275,519,406,56,200.6550794291937,2024-01-01,713,0,1495.1445013284683,5.397156238555908,27.42902254597985,84.48406358183932,27.84226366363796
120,186,198,170,8093.500250318145,413.9344411392526,2256.1559253648293,012,2482,10,6200.913043478261,4962,279,523,395,56,223.3027121437368,2024-01-01,780,0,1495.1445013284683,5.397156238555908,28.09567256448442,84.48406358183932,27.84326366363796
120,186,198,170,8159.105914567226,289.3839499935096,2282.4040066672146,012,2482,30,6290.869565217391,4962,279,523,395,56,222.8916372885389,2024-01-01,813,0,1495.1445013284683,5.397156238555908,31.74348501820026,84.48406358183932,27.844263663637957
119,184,206,176,8159.105914567226,289.3839499935096,2282.4040066672146,012,2482,30,6290.869565217391,3813,291,503,417,54,197.27628610618768,2024-01-01,890,0,1495.1445013284683,5.397156238555908,34.14136521532269,84.48406358183932,27.84526366363796
119,184,206,176,8231.700618623741,346.07326088677695,2044.289152782644,012,2482,30,5425.782608695652,3813,291,503,417,54,217.4182462566941,2024-01-01,963,0,1495.1445013284683,5.397156238555908,34.72142028140837,84.48406358183932,27.84626366363796
119,180,208,168,8231.700618623741,346.07326088677695,2044.289152782644,012,2482,10,5425.782608695652,4018,288,504,409,55,232.6839667548059,2024-01-01,1016,0,1495.1445013284683,5.397156238555908,33.72627709291112,84.48406358183932,27.847263663637957
119,180,208,168,8311.101233483188,528.59509875908,1809.0025449789168,012,2482,10,5513.347826086957,4018,288,504,409,55,231.96870439703792,2024-01-01,1075,0,1549.088506937027,5.856225490570068,31.145552919075108,84.48406358183932,27.84826366363796
118,195,219,200,8311.101233483188,528.59509875908,1809.0025449789168,012,2482,30,5513.347826086957,4049,300,481,424,56,217.95400662891504,2024-01-01,1114,0,1549.088506937027,5.856225490570068,30.767940071055783,84.48406358183932,27.84926366363796
118,195,219,200,8397.114707061175,689.6888181604346,1577.8100059931257,027,2482,10,5927.608695652174,4049,300,481,424,56,254.55433492025594,2024-01-01,1180,0,1549.088506937027,5.856225490570068,16.904590295424295,84.48406358183932,27.850263663637957
114,189,227,211,8397.114707061175,689.6888181604346,1577.8100059931257,027,2482,10,5927.608695652174,4215,309,464,521,57,335.48450581097654,2024-01-01,1128,0,1549.088506937027,5.856225490570068,47.80619443816102,84.48406358183932,27.85126366363796
114,189,227,211,8397.114707061175,689.6888181604346,1577.8100059931257,027,2482,10,5927.608695652174,4215,309,464,521,57,341.4730797812258,2024-01-01,1005,0,1549.088506937027,5.856225490570068,42.673533330220074,84.48406358183932,27.85226366363796
115,174,215,196,8489.540052818902,441.06995976141667,1352.812228178987,027,2482,10,6394.347826086957,5054,304,481,550,56,316.4667276404716,2024-01-01,900,0,1549.088506937027,5.856225490570068,29.171067884527137,84.48406358183932,27.853263663637957
115,174,215,196,8489.540052818902,441.06995976141667,1352.812228178987,014,2482,10,6394.347826086957,5054,304,481,550,56,333.8139858788939,2024-01-01,872,0,1549.088506937027,5.856225490570068,22.53364512179913,84.48406358183932,27.85426366363796
118,176,213,179,8588.17027023847,192.45099226525784,1137.6164474403904,014,2482,10,6235.086956521739,4347,301,486,372,55,317.2185694924094,2024-01-01,819,0,1549.088506937027,5.856225490570068,25.88382407911702,84.48406358183932,27.85526366363796
118,176,213,179,8588.17027023847,192.45099226525784,1137.6164474403904,014,2482,10,6235.086956521739,4347,301,486,372,55,257.53628238502876,2024-01-01,777,0,1549.088506937027,5.856225490570068,16.700384672706257,84.48406358183932,27.856263663637957
118,176,213,179,8692.794166025747,56.168084331388954,927.7855885796174,014,2482,10,5637.652173913043,4347,301,486,372,55,175.68776173979697,2024-01-01,828,0,1549.088506937027,5.856225490570068,25.96662879071837,84.48406358183932,27.85726366363796
120,184,226,172,8692.794166025747,56.168084331388954,927.7855885796174,014,2482,10,5637.652173913043,4292,307,467,373,55,205.4659254041557,2024-01-01,846,0,1549.088506937027,5.856225490570068,18.812251503367943,84.48406358183932,27.85826366363796
120,177,235,167,8803.198051734702,163.64172913405648,717.9546372269115,014,2482,30,5517.521739130435,2922,296,468,386,55,183.23690095817878,2024-01-01,883,0,1549.088506937027,5.856225490570068,17.966466268376237,84.48406358183932,27.859263663637957
119,181,235,171,8803.198051734702,163.64172913405648,717.9546372269115,027,2482,30,5517.521739130435,3081,299,467,407,55,196.5015147951691,2024-01-01,958,0,1549.088506937027,5.856225490570068,35.34016000524041,84.48406358183932,27.86026366363796
119,181,235,171,8919.167300198695,1.4550687638865585,490.3172180383224,027,2482,10,5806.695652173913,3081,299,467,407,55,191.22403542413406,2024-01-01,1041,0,1549.088506937027,5.856225490570068,43.24966507360649,84.48406358183932,27.861263663637956
119,182,245,174,8919.167300198695,1.4550687638868718,490.3172180383224,027,2482,20,5806.695652173913,2861,299,456,387,56,213.4177914303834,2024-01-01,1120,0,1549.088506937027,5.856225490570068,34.92220720275624,84.48406358183932,27.862263663637957
119,182,245,174,8919.167300198695,1.4550687638868718,490.3172180383224,027,2482,10,5806.695652173913,2861,299,456,387,56,202.2183818131908,2024-01-01,1189,0,1549.088506937027,5.856225490570068,32.190439230212036,84.48406358183932,27.86326366363796
113,180,240,185,9040.487749470267,166.55193912201284,241.70052550187506,027,2482,10,5470.521739130435,3580,297,463,483,55,219.32120763818602,2024-01-01,1254,0,1549.088506937027,5.856225490570068,31.250534666168274,84.48406358183932,27.864263663637956
113,180,240,185,9040.487749470267,166.55193912201284,241.70052550187506,027,2482,10,5470.521739130435,3580,297,463,483,55,243.84257469378684,2024-01-01,1292,0,1549.088506937027,5.856225490570068,20.16342102305457,84.48406358183932,27.86526366363796
109,194,227,187,9166.946948632882,379.7636582024838,6.916276157671335,027,2482,10,6153.695652173913,3581,341,433,416,55,287.25524581843655,2024-01-01,1268,0,1549.088506937027,5.856225490570068,35.353482456124624,84.48406358183932,27.86626366363796
109,194,227,187,9166.946948632882,379.7636582024838,6.916276157671335,027,2482,10,6153.695652173913,3581,341,433,416,55,298.9215605982381,2024-01-01,1242,0,1549.088506937027,5.856225490570068,33.80045308889393,84.48406358183932,27.867263663637956
109,197,206,184,9298.33524476076,619.9387163576438,255.53318694698427,027,2482,10,5754.565217391304,3630,347,447,414,55,295.8320736000644,2024-01-01,1222,0,1549.088506937027,5.856225490570068,40.512608159782296,84.48406358183932,27.86826366363796
109,197,206,184,9298.33524476076,619.9387163576438,255.53318694698427,027,2482,10,5754.565217391304,3630,347,447,414,55,194.49690207733744,2024-01-01,1225,0,1549.088506937027,5.856225490570068,30.33634945457062,84.48406358183932,27.86926366363796
136,104,173,86,5974.475947994331,711.6269694007408,2543.01356373773,028,0,10,5966.869565217391,1882,391,436,231,62,29.45162683017204,2024-01-01,215,0,1534.368232011795,0.0,4.2527228599756945,84.48506358183933,27.68826366363796
136,104,173,86,6218.20685995005,600.9005605487683,2298.0310253042635,028,0,10,6810.130434782609,1882,391,436,231,62,270.0,2024-01-01,216,0,1534.368232011795,0.0,1.0473258150599705,84.48506358183933,27.68926366363796
136,126,170,92,6218.20685995005,600.9005605487683,2298.0310253042635,028,0,40,6810.130434782609,1822,386,444,239,62,90.0,2024-01-01,214,0,1534.368232011795,0.0,3.1392144340001664,84.48506358183933,27.690263663637957
136,126,170,92,6462.309680052448,352.28954179622366,2053.671008028221,028,0,10,6016.434782608696,1822,386,444,239,62,120.55373529749038,2024-01-01,217,0,1534.368232011795,0.0,3.6441303934598603,84.48506358183933,27.69126366363796
